size,num_sections,num_unique_sections,section_names_entropy,avg_section_size,min_section_size,max_section_size,total_section_size,avg_entropy,min_entropy,max_entropy,has_packed_sections,has_executable_sections,writable_executable_sections,num_imports,num_unique_dlls,num_unique_imports,imports_to_dlls_ratio,has_import_name_mismatches,suspicious_imports_count,num_exports,suspicious_exports,suspicious_api_chains,has_delayed_imports,is_dll,is_executable,is_system_file,has_aslr,has_dep,is_signed,has_rich_header,rich_header_entries,num_strings,avg_string_length,has_suspicious_strings,has_anti_debug,has_vm_detection_imports,has_vm_detection_strings,has_vm_mac_addresses,has_anti_debug_imports,has_anti_debug_strings,has_process_creation_imports,has_createprocess,has_setwindowshookex,has_nop_sleds,has_resources,num_resources,has_embedded_exe,has_debug,has_tls,has_relocations,ep_in_first_section,ep_in_last_section,ep_section_entropy,has_suspicious_sections,Family_Label,label
139776,4,4,2,34688,3072,112128,138752,5.782205675,4.358411493,6.98297385,0,1,0,583,4,583,145.75,1,5,0,0,0,0,0,2,0,0,0,0,0,0,1421,10.91062632,1,1,0,0,0,1,1,1,1,0,0,1,6,0,0,0,0,1,0,6.98297385,0,Trojan,1
53232,12,12,3.584962501,2901.333333,0,14848,34816,2.562347948,0,5.974239445,1,1,0,135,16,135,8.4375,0,1,0,0,0,0,0,2,0,64,256,0,0,0,655,20.02442748,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,5.974239445,0,Benign,0
140840,4,4,2,34688,3072,112128,138752,5.782267613,4.364668295,6.976964799,0,1,0,583,4,583,145.75,1,5,0,0,0,0,0,2,0,0,0,0,0,0,1436,10.83635097,1,1,0,0,0,1,1,1,1,0,0,1,6,0,0,0,0,1,0,6.976964799,0,Trojan,1
92160,6,6,2.584962501,15189.33333,512,64000,91136,3.698839684,1.271514076,5.887858703,0,1,0,137,9,137,15.22222222,0,4,0,0,0,0,0,2,0,64,256,0,0,0,685,19.25547445,1,0,0,0,0,1,1,0,0,0,0,1,7,0,1,0,0,1,0,5.733734972,0,Benign,0
95272,3,3,1.584962501,31232,512,92160,93696,4.532025498,2.093858639,7.61508482,0,1,0,10,4,10,2.5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1013,5.707798618,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.61508482,0,Spyware,1
195072,10,10,3.321928095,19404.8,0,129024,194048,3.742041437,0,6.177310521,1,1,0,296,19,296,15.57894737,0,2,0,0,1,0,0,2,0,64,256,0,0,0,1536,19.43294271,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,6.177310521,0,Benign,0
149479,10,10,3.321928095,14336,0,98304,143360,3.602735297,0,6.273704182,1,1,0,134,3,134,44.66666667,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1462,15.82010944,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,6.273704182,0,Benign,0
1219200,5,5,2.321928095,241664,1536,622080,1208320,5.396280305,4.273279274,6.69850119,0,1,0,118,4,118,29.5,0,4,0,0,0,0,0,2,0,64,256,0,0,0,9308,39.59798023,1,1,0,0,0,1,1,0,0,0,0,1,2,0,1,1,0,1,0,6.564252462,0,Benign,0
119808,6,6,2.584962501,19797.33333,512,104960,118784,4.603668355,3.342896073,5.918807822,0,1,0,122,11,122,11.09090909,0,3,0,0,0,0,0,2,0,64,256,0,0,0,716,10.04189944,1,0,0,0,0,1,1,0,0,0,0,1,2,0,1,0,0,1,0,5.918807822,0,Benign,0
313384,6,6,2.584962501,51882.66667,1024,282624,311296,4.045202764,0.160328726,7.566841246,0,1,0,583,4,583,145.75,1,5,0,0,0,0,0,2,0,0,0,0,0,0,3221,7.427817448,1,1,0,0,0,1,1,1,1,0,0,1,6,0,0,0,0,1,0,7.566841246,0,Spyware,1
151081,9,9,3.169925001,16554.66667,1024,99840,148992,2.661613883,0,7.519115691,0,1,0,728,9,728,80.88888889,1,3,0,0,0,0,0,2,0,0,0,0,0,0,1497,12.30394122,1,0,0,0,0,0,1,0,0,0,1,1,6,0,0,0,0,1,0,7.519115691,0,Trojan,1
24048784,9,9,3.169925001,2669568,512,15713792,24026112,4.679610884,0.051875963,7.185196347,0,1,0,888,24,888,37,1,13,2386,180,1,0,0,2,0,64,256,0,0,0,109546,22.70068282,1,1,0,1,0,1,1,1,1,1,1,1,10,1,0,1,0,1,0,6.377299095,0,Benign,0
208896,5,5,2.321928095,40960,4096,143360,204800,4.644882691,2.605238195,6.644047542,0,1,0,114,7,114,16.28571429,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1304,11.35966258,1,1,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.644047542,0,Trojan,1
4267520,9,9,3.169925001,474055.1111,0,3380224,4266496,3.590930721,0,7.474678754,1,1,0,572,17,523,33.64705882,0,13,0,0,1,0,0,2,0,0,0,0,0,0,16724,16.34076776,1,1,0,1,0,1,1,1,0,1,0,1,9,1,0,1,0,1,0,5.775889277,0,Benign,0
4092176,5,5,2.321928095,802611.2,95232,2810880,4013056,4.403870758,1.359831208,6.613977889,0,1,0,760,21,760,36.19047619,1,12,0,0,1,0,0,2,0,64,256,0,0,0,16145,13.47482193,1,1,0,1,0,1,1,1,1,1,0,1,4,0,1,1,0,1,0,6.537512355,0,Benign,0
91136,4,4,2,22528,1024,79872,90112,6.740327023,4.960293669,7.943429306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,850,4.698823529,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,6.245077995,0,Ransomware,1
391168,4,4,2,97536,1536,380928,390144,4.558313203,0,7.881998708,0,1,0,39,4,35,9.75,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4348,4.780818767,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6.310477052,0,Spyware,1
393216,4,4,2,97280,8192,233472,389120,6.659510882,4.324960776,7.886985031,0,1,0,84,5,84,16.8,0,5,0,0,1,0,0,2,0,0,0,0,0,0,3926,5.198420785,1,0,0,0,0,1,1,0,0,0,1,1,3,1,0,0,0,1,0,7.886985031,0,Trojan,1
363544,6,6,2.584962501,58709.33333,3072,232960,352256,4.880953871,2.140837228,6.435476035,0,1,0,254,11,254,23.09090909,1,9,0,0,0,0,0,2,0,64,256,0,0,0,2827,10.2819243,1,1,0,0,0,1,1,1,1,0,0,1,4,0,1,1,0,1,0,6.435476035,0,Benign,0
131168,9,9,3.169925001,14336,1024,108032,129024,2.565049038,0.160328726,7.083588384,0,1,0,243,4,243,60.75,0,1,0,0,0,0,0,2,0,0,0,0,0,0,973,9.525179856,1,0,0,0,0,0,1,1,0,1,0,1,6,0,0,0,0,1,0,7.083588384,0,Spyware,1
356352,4,4,2,88064,4096,204800,352256,6.008032011,1.136995284,7.969147821,0,1,0,14,4,14,3.5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3667,4.66921189,1,0,0,0,0,0,1,0,0,0,0,1,3,1,1,0,0,1,0,7.969147821,0,Ransomware,1
409600,4,4,2,101376,12288,335872,405504,6.079974314,4.977962512,7.984925,0,1,0,49,5,49,9.8,0,3,0,0,0,0,0,2,0,0,0,0,0,0,4465,4.84031355,1,0,0,0,0,1,1,0,0,0,0,1,4,0,0,0,0,1,0,6.334471824,0,Ransomware,1
1709944,5,5,2.321928095,339660.8,11264,1033216,1698304,5.026833712,2.025689487,6.772621917,0,1,0,491,26,491,18.88461538,0,8,9,0,0,0,0,2,0,64,256,0,0,0,17060,24.27409144,1,1,0,1,0,1,1,0,0,0,0,1,3,0,1,1,0,1,0,6.57367586,0,Benign,0
7720616,8,8,3,964032,512,5165056,7712256,4.717707988,1.315539605,6.760266164,0,1,0,266,5,266,53.2,0,12,2,1,1,0,0,2,0,64,256,0,0,0,65727,28.55006314,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,6.38732294,0,Benign,0
211496,6,6,2.584962501,18005.33333,0,63488,108032,4.549257935,0,7.927218115,1,1,0,171,8,171,21.375,1,4,0,0,0,0,0,2,0,64,256,0,0,0,2282,7.87248028,1,0,0,0,0,1,1,1,1,0,1,1,5,0,0,0,0,1,0,6.497884652,0,Benign,0
409600,4,4,2,101376,8192,249856,405504,6.528143921,4.139347677,7.876192154,0,1,0,77,7,77,11,0,5,0,0,1,0,0,2,0,0,0,0,0,0,3798,5.170616114,1,0,0,0,0,1,1,0,0,0,0,1,3,1,0,0,0,1,0,7.876192154,0,Trojan,1
71288,6,6,2.584962501,9557.333333,4096,24576,57344,2.316148194,0.138181206,5.532531733,0,1,0,99,4,99,24.75,0,2,0,0,0,0,0,2,0,64,256,0,0,0,713,16.14446003,1,0,0,0,0,1,1,0,0,0,0,1,2,0,1,0,0,1,0,5.532531733,0,Benign,0
458752,4,4,2,113664,8192,249856,454656,6.494358597,4.365003733,7.866967773,0,1,0,95,6,95,15.83333333,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4353,5.173213875,1,0,0,0,0,1,1,0,0,0,0,1,4,0,0,0,0,1,0,6.529195938,0,Ransomware,1
131168,9,9,3.169925001,14336,1024,108032,129024,2.565662332,0.160328726,7.0812131,0,1,0,243,4,243,60.75,0,1,0,0,0,0,0,2,0,0,0,0,0,0,974,9.518480493,1,0,0,0,0,0,1,1,0,1,0,1,6,0,0,0,0,1,0,7.0812131,0,Spyware,1
56832,6,6,2.584962501,9301.333333,512,45568,55808,3.023064391,0.497853914,5.836966745,0,1,0,122,7,122,17.42857143,0,8,0,0,0,0,0,2,0,64,256,0,0,0,648,15.65432099,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,0,1,0,5.836966745,0,Benign,0
31232,5,5,2.321928095,6041.6,2560,15360,30208,5.623344524,4.51889677,6.571885552,0,1,0,73,8,73,9.125,0,3,0,0,0,0,0,2,0,64,256,0,0,0,269,10.47211896,1,0,0,0,0,1,1,0,0,0,1,1,3,1,1,0,0,1,0,5.620884407,0,Spyware,1
438272,4,4,2,108544,12288,364544,434176,5.753549742,3.890131042,7.736499734,0,1,0,66,5,66,13.2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,4383,5.228382386,1,0,0,1,0,1,1,0,0,0,0,1,5,0,0,0,0,1,0,6.229659577,0,Spyware,1
438272,4,4,2,108544,12288,364544,434176,5.745279738,3.853622603,7.736371073,0,1,0,66,5,66,13.2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,4446,5.226270805,1,0,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0,1,0,6.22971495,0,Trojan,1
70944,11,11,3.459431619,4608,0,22528,50688,2.987093432,0,6.380753578,1,1,0,197,16,197,12.3125,0,2,0,0,1,0,0,2,0,64,256,0,0,0,876,18.71004566,1,0,0,0,0,0,1,0,0,0,1,1,8,0,0,1,0,1,0,5.671324306,0,Benign,0
130144,8,8,3,16000,1024,108032,128000,2.873209401,0.160328726,7.080009648,0,1,0,238,4,238,59.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,952,9.522058824,1,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,1,0,7.080009648,0,Ransomware,1
414624,7,7,2.807354922,57709.71429,1536,260608,403968,4.019229202,0.015920183,5.983066668,0,1,0,200,22,200,9.090909091,0,5,2,0,0,0,0,2,0,64,256,0,0,0,1607,16.30429371,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,5.983066668,0,Benign,0
373760,4,4,2,93184,1536,363520,372736,4.539303527,0,7.92200455,0,1,0,39,4,34,9.75,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4456,4.792863555,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6.183014813,0,Trojan,1
39936,10,10,3.321928095,3891.2,0,24576,38912,2.580526794,0,5.874368856,1,1,0,49,3,49,16.33333333,0,3,0,0,0,0,0,2,0,0,0,0,0,0,250,15.396,1,0,0,0,0,1,1,0,0,0,1,1,4,0,0,1,0,1,0,5.874368856,0,Benign,0
225280,5,5,2.321928095,39321.6,512,131072,196608,5.450013067,2.540195789,7.826530475,0,1,0,108,7,108,15.42857143,1,7,0,0,0,0,0,2,0,64,256,0,0,0,2039,6.754291319,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,6.719281419,0,Trojan,1
442368,5,5,2.321928095,87654.4,4096,376832,438272,4.567343712,0,7.822849901,0,1,0,69,4,69,17.25,0,5,0,0,1,0,0,2,0,0,0,0,0,0,4309,5.08586679,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,6.421518766,0,Spyware,1
10840688,11,11,3.459431619,984389.8182,0,8018432,10828288,3.754005318,0,6.962690359,1,1,0,695,18,695,38.61111111,1,10,2,0,2,0,0,2,0,64,256,0,0,0,38466,14.53049446,1,1,0,1,0,1,1,1,0,1,0,1,12,1,0,1,0,1,0,5.760520335,0,Benign,0
77942,10,10,3.321928095,7424,0,55808,74240,2.860158942,0,6.181485134,1,1,0,74,2,74,37,0,0,0,0,0,0,0,2,0,0,0,0,0,0,619,14.63812601,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,6.181485134,0,Benign,0
454656,4,4,2,112640,8192,245760,450560,6.462010164,4.251664605,7.828309457,0,1,0,88,5,88,17.6,0,6,0,0,1,0,0,2,0,0,0,0,0,0,4452,5.176999102,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.475341938,0,Trojan,1
434176,4,4,2,107520,8192,364544,430080,5.62615418,3.966053213,7.736491696,0,1,0,69,5,69,13.8,0,4,1,0,0,0,0,2,0,0,0,0,0,0,4267,5.251230373,1,0,0,1,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,6.232354941,0,Trojan,1
131168,9,9,3.169925001,14336,1024,108032,129024,2.564335696,0.160328726,7.083569511,0,1,0,243,4,243,60.75,0,1,0,0,0,0,0,2,0,0,0,0,0,0,975,9.513846154,1,0,0,0,0,0,1,1,0,1,0,1,6,0,0,0,0,1,0,7.083569511,0,Trojan,1
195232,8,8,3,24000,512,145408,192000,1.181224416,0,6.048323404,0,1,0,10,3,10,3.333333333,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1084,5.953874539,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.048323404,0,Trojan,1
102944,11,11,3.459431619,7680,0,52736,84480,3.040747401,0,6.075079076,1,1,0,165,12,165,13.75,0,2,0,0,1,0,0,2,0,64,256,0,0,0,988,15.20951417,1,0,0,0,0,0,1,0,0,0,1,1,4,0,0,1,0,1,0,6.075079076,0,Benign,0
263680,9,8,2.947702779,29184,1536,146432,262656,5.621666621,0,7.980779434,0,1,0,35,7,35,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3105,5.522705314,1,0,0,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,5.919482437,0,Trojan,1
208896,5,5,2.321928095,40960,4096,143360,204800,4.639705619,2.608050052,6.643714155,0,1,0,114,7,114,16.28571429,0,6,2,0,0,0,8192,2,0,64,256,0,0,0,1314,11.34627093,1,1,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.643714155,0,Ransomware,1
66624,3,3,1.584962501,18773.33333,512,52736,56320,3.444803064,0.081539412,5.752119563,0,1,0,1,1,1,1,0,0,0,0,0,0,0,2,0,64,256,0,0,0,986,21.01521298,1,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,1,0,5.752119563,0,Benign,0
391168,4,4,2,97536,1536,380928,390144,4.564492313,0,7.882445246,0,1,0,39,4,35,9.75,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4454,4.780422093,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6.321776679,0,Ransomware,1
413696,4,4,2,102400,12288,339968,409600,6.087966474,4.977501478,7.976455551,0,1,0,44,3,44,14.66666667,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4599,4.82931072,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6.397260249,0,Ransomware,1
133864,19,19,4.247927513,4796.631579,0,38912,91136,3.357264519,0,5.777798913,1,1,0,79,5,79,15.8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1467,16.25017042,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,5.719498729,0,Benign,0
393216,4,4,2,97280,8192,311296,389120,6.777426356,5.962540929,7.922323329,0,1,0,46,3,46,15.33333333,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4294,4.831858407,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,6.37591762,0,Trojan,1
2138112,7,7,2.807354922,305298.2857,512,1157120,2137088,4.691272134,1.575525102,6.330006364,0,1,0,520,16,520,32.5,1,7,0,0,0,0,0,2,0,64,256,0,0,0,10437,11.59729807,1,0,0,0,0,1,1,1,1,0,0,1,10,1,1,0,0,1,0,6.184205085,0,Benign,0
430080,4,4,2,106496,12288,360448,425984,5.093082086,0.710256956,7.903765819,0,1,0,59,3,59,19.66666667,0,4,0,0,0,0,0,2,0,0,0,0,0,0,4382,5.219990872,1,0,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0,1,0,6.136483863,0,Trojan,1
421888,4,4,2,104448,8192,360448,417792,4.803862782,0.707989253,7.90504121,0,1,0,62,4,62,15.5,0,4,0,0,0,0,0,2,0,0,0,0,0,0,4278,5.218092567,1,0,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0,1,0,6.130024765,0,Ransomware,1
389120,4,4,2,96256,12288,258048,385024,7.200545657,6.37380629,7.921460562,0,1,0,39,2,39,19.5,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4386,4.804377565,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6.37380629,0,Trojan,1
110176,4,4,2,27008,512,102912,108032,4.175087621,1.57710668,7.130742035,0,0,0,9,3,9,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1098,6.154826958,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,7.130742035,0,Trojan,1
149280,5,5,2.321928095,27238.4,2048,93696,136192,4.524378899,1.984244781,6.42815956,0,1,0,78,1,78,78,0,5,0,0,0,0,0,2,0,64,256,0,0,0,951,9.377497371,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,6.42815956,0,Benign,0
149479,10,10,3.321928095,14336,0,98304,143360,3.602751165,0,6.273704182,1,1,0,134,3,134,44.66666667,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1461,15.82683094,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,6.273704182,0,Benign,0
77824,9,9,3.169925001,8192,0,32768,73728,1.588048328,0,5.658229116,1,1,0,102,18,102,5.666666667,0,5,0,0,0,0,0,2,0,64,256,0,0,0,554,12.15884477,1,1,0,0,0,1,1,0,0,0,0,1,3,0,1,1,0,1,0,5.658229116,0,Benign,0
9437576,5,5,2.321928095,1885184,9216,8728064,9425920,5.342547641,3.195469073,6.684691086,0,1,0,236,11,236,21.45454545,1,10,3,1,0,0,0,2,0,64,256,0,0,0,17487,7.767884714,1,1,0,0,0,1,1,1,1,0,0,1,6,0,1,1,0,1,0,6.684691086,0,Benign,0
151040,4,4,2,37504,2560,94720,150016,5.795817086,4.539365694,7.972864672,0,1,1,183,4,126,45.75,0,10,0,0,0,0,0,2,0,64,256,0,0,0,1440,7.040277778,1,1,0,0,0,1,1,1,1,0,0,1,6,0,0,0,0,1,0,5.721797608,0,Spyware,1
172032,3,3,1.584962501,57173.33333,512,155648,171520,3.629847985,0.098004176,6.643418277,0,1,0,1,1,1,1,0,0,0,0,0,0,0,2,0,64,256,0,0,0,1059,11.83097262,1,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,1,0,6.643418277,0,Ransomware,1
62976,6,6,2.584962501,10325.33333,512,54272,61952,3.085964623,0.301406807,6.530772448,0,1,0,50,6,50,8.333333333,0,3,0,0,0,0,0,2,0,64,256,0,0,0,520,9.123076923,1,0,0,0,0,1,1,0,0,0,0,1,5,0,1,0,0,1,0,5.729231802,0,Benign,0
33123,10,10,3.321928095,2969.6,0,16384,29696,2.752733403,0,5.973842466,1,1,0,55,3,55,18.33333333,0,0,0,0,0,0,0,2,0,0,0,0,0,0,411,13.42579075,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,5.973842466,0,Benign,0
405504,4,4,2,100352,12288,262144,401408,6.514258081,4.64237091,7.81124791,0,1,0,46,3,46,15.33333333,0,3,0,0,0,0,0,2,0,0,0,0,0,0,3893,4.844335988,1,0,0,0,0,1,1,0,0,0,0,1,4,0,0,0,0,1,0,6.326091492,0,Trojan,1
130144,8,8,3,16000,1024,108032,128000,2.873060005,0.160328726,7.077601164,0,1,0,238,4,238,59.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,955,9.6,1,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,1,0,7.077601164,0,Trojan,1
139264,7,7,2.807354922,19309.71429,4096,86016,135168,2.454591798,0.015920183,6.161599783,0,1,0,139,24,139,5.791666667,0,4,0,0,0,0,0,2,0,64,256,0,0,0,955,9.979057592,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,6.161599783,0,Benign,0
468904,6,6,2.584962501,76202.66667,512,367616,457216,4.952617657,2.704877611,6.613827914,0,1,0,173,7,173,24.71428571,0,8,0,0,0,0,0,2,0,64,256,0,0,0,2734,9.776883687,1,1,0,0,0,1,1,1,1,0,0,1,2,0,1,0,0,1,0,6.605795536,0,Benign,0
376832,4,4,2,93952,1536,366592,375808,4.524180997,0,7.91817333,0,1,0,39,4,34,9.75,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4402,4.750113585,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6.186673963,0,Ransomware,1
84632,6,6,2.584962501,12117.33333,512,37376,72704,3.985816115,0.532489566,7.007738549,0,1,0,89,11,89,8.090909091,0,2,0,0,0,0,0,2,0,64,256,0,0,0,748,10.6697861,1,1,0,0,0,1,1,0,0,0,0,1,2,0,1,0,0,1,0,6.28051031,0,Benign,0
50680,6,6,2.584962501,6144,4096,12288,36864,2.332596389,0.394795284,5.764476776,0,1,0,64,3,64,21.33333333,0,2,0,0,0,0,0,2,0,64,256,0,0,0,483,13.97929607,1,0,0,0,0,1,1,0,0,0,0,1,2,0,1,0,0,1,0,5.764476776,0,Benign,0
503808,4,4,2,124928,16384,339968,499712,5.375027937,2.002077486,7.976099764,0,1,0,45,4,45,11.25,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4411,4.850374065,1,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,1,0,6.186134535,0,Trojan,1
131168,9,9,3.169925001,14336,1024,108032,129024,2.56541427,0.160328726,7.084461685,0,1,0,243,4,243,60.75,0,1,0,0,0,0,0,2,0,0,0,0,0,0,970,9.536082474,1,0,0,0,0,0,1,1,0,1,0,1,6,0,0,0,0,1,0,7.084461685,0,Trojan,1
631808,6,6,2.584962501,105130.6667,512,378368,630784,4.388482614,0,6.704875565,0,1,0,202,8,202,25.25,0,6,0,0,0,0,0,2,0,64,256,0,0,0,4764,18.0631822,1,1,0,0,0,1,1,0,0,0,1,1,5,0,1,1,0,1,0,6.704875565,0,Benign,0
130144,8,8,3,16000,1024,108032,128000,2.872576512,0.160328726,7.079597025,0,1,0,238,4,238,59.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,975,9.420512821,1,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,1,0,7.079597025,0,Ransomware,1
454656,4,4,2,112640,8192,245760,450560,6.464903034,4.251664605,7.839032744,0,1,0,88,5,88,17.6,0,6,0,0,1,0,0,2,0,0,0,0,0,0,4341,5.133149044,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,6.475552974,0,Trojan,1
904952,6,6,2.584962501,146688,8704,521728,880128,5.452768332,3.355771254,7.396819985,0,1,0,440,15,440,29.33333333,1,11,0,0,0,0,0,2,0,64,256,0,0,0,3732,11.17041801,1,1,0,0,0,1,1,1,1,1,0,1,12,0,1,1,0,1,0,6.425902979,0,Benign,0
31694,3,3,1.584962501,8533.333333,3584,11264,25600,5.089314369,4.107523238,6.120370252,0,1,0,30,3,30,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,301,13.94019934,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,0,6.120370252,0,Trojan,1
393216,4,4,2,97280,8192,311296,389120,6.77687521,5.961041851,7.922129893,0,1,0,46,3,46,15.33333333,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4303,4.799907042,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,6.376815639,0,Trojan,1
438272,4,4,2,109312,19456,262144,437248,7.337549207,5.830874421,7.958782941,0,1,0,234,7,234,33.42857143,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4681,5.635120701,1,0,0,0,0,1,1,0,0,0,0,1,5,0,1,0,0,1,0,7.655809926,0,Trojan,1
442368,4,4,2,109568,8192,364544,438272,5.617160558,3.978172703,7.731848717,0,1,0,72,4,72,18,0,4,1,0,0,0,0,2,0,0,0,0,0,0,4326,5.266990291,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,6.188625193,0,Trojan,1
417792,4,4,2,103424,12288,356352,413696,4.664279375,0.884777013,7.902794007,0,1,0,45,2,45,22.5,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4116,4.836734694,1,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,1,0,6.34038552,0,Trojan,1
251512,3,3,1.584962501,79189.33333,4096,229376,237568,2.509982009,0.016408465,5.442101559,0,1,0,1,1,1,1,0,0,0,0,0,0,0,2,0,64,256,0,0,0,2995,19.73422371,1,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,1,0,5.442101559,0,Benign,0
263680,9,8,2.947702779,29184,1536,146432,262656,5.621666621,0,7.980779434,0,1,0,35,7,35,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3105,5.522705314,1,0,0,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,5.919482437,0,Trojan,1
28311632,9,9,3.169925001,3144419.556,512,15022592,28299776,4.146931638,0.020393135,6.102431606,0,1,0,48,1,48,48,0,3,0,0,0,0,0,2,0,64,256,0,0,0,85380,40.25461466,1,0,0,1,0,1,1,0,0,0,1,1,2,0,0,0,0,1,0,6.102431606,0,Benign,0
58984,18,18,4.169925001,1621.333333,0,10240,29184,2.609395636,0,5.850388262,1,1,0,30,2,30,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,926,14.93304536,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,5.522539324,0,Benign,0
199704,5,5,2.321928095,37683.2,3584,118784,188416,5.113695869,2.151487608,6.652714748,0,1,0,175,9,175,19.44444444,0,9,0,0,0,0,0,2,0,64,256,0,0,0,1892,11.53805497,1,1,0,0,0,1,1,1,1,0,0,1,4,0,1,1,0,1,0,6.652714748,0,Benign,0
2737016,9,9,3.169925001,302250.6667,0,2136576,2720256,4.043420166,0,6.654847558,1,1,0,1269,20,1251,63.45,0,12,0,0,2,0,0,2,0,0,0,0,0,0,27917,14.17663073,1,0,0,1,0,1,1,1,1,0,0,1,9,1,0,1,0,0,0,5.842708481,0,Benign,0
371712,4,4,2,92672,1536,361472,370688,4.548546721,0,7.926322808,0,1,0,39,4,34,9.75,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4440,4.789864865,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,6.206259787,0,Trojan,1
